[['rice'], 75, '->', ['whole milk'], 2513, 0.6133333333333333]
[['cereals'], 56, '->', ['whole milk'], 2513, 0.6428571428571429]
[['baking powder'], 174, '->', ['whole milk'], 2513, 0.5229885057471264]
[['honey'], 15, '->', ['whole milk'], 2513, 0.7333333333333333]
[['cocoa drinks'], 22, '->', ['whole milk'], 2513, 0.5909090909090909]
[['jam'], 53, '->', ['whole milk'], 2513, 0.5471698113207547]
[['pudding powder'], 23, '->', ['whole milk'], 2513, 0.5652173913043478]
[['cooking chocolate'], 25, '->', ['whole milk'], 2513, 0.52]
[['rice'], 75, '->', ['other vegetables'], 1903, 0.52]
[['specialty cheese'], 84, '->', ['other vegetables'], 1903, 0.5]
[['tidbits'], 23, '->', ['rolls/buns'], 1809, 0.5217391304347826]
[['newspapers', 'onions'], 31, '->', ['other vegetables'], 1903, 0.5161290322580645]
[['newspapers', 'sliced cheese'], 31, '->', ['other vegetables'], 1903, 0.5806451612903226]
[['specialty bar', 'pork'], 18, '->', ['other vegetables'], 1903, 0.6666666666666666]
[['specialty bar', 'domestic eggs'], 15, '->', ['other vegetables'], 1903, 0.7333333333333333]
[['butter milk', 'root vegetables'], 50, '->', ['other vegetables'], 1903, 0.56]
[['butter milk', 'waffles'], 16, '->', ['other vegetables'], 1903, 0.6875]
[['butter milk', 'pork'], 21, '->', ['other vegetables'], 1903, 0.8571428571428571]
[['butter milk', 'whipped/sour cream'], 38, '->', ['other vegetables'], 1903, 0.6052631578947368]
[['butter milk', 'frozen vegetables'], 21, '->', ['other vegetables'], 1903, 0.5238095238095238]
[['butter milk', 'onions'], 16, '->', ['other vegetables'], 1903, 0.8125]
[['butter milk', 'sliced cheese'], 24, '->', ['other vegetables'], 1903, 0.5]
[['pastry', 'detergent'], 23, '->', ['other vegetables'], 1903, 0.5217391304347826]
[['pastry', 'root vegetables'], 108, '->', ['other vegetables'], 1903, 0.5370370370370371]
[['pastry', 'whipped/sour cream'], 74, '->', ['other vegetables'], 1903, 0.5540540540540541]
[['pastry', 'grapes'], 38, '->', ['other vegetables'], 1903, 0.5263157894736842]
[['pastry', 'hard cheese'], 28, '->', ['other vegetables'], 1903, 0.5]
[['pastry', 'baking powder'], 16, '->', ['other vegetables'], 1903, 0.6875]
[['pastry', 'sliced cheese'], 36, '->', ['other vegetables'], 1903, 0.5277777777777778]
[['pastry', 'soft cheese'], 27, '->', ['other vegetables'], 1903, 0.5185185185185185]
[['processed cheese', 'root vegetables'], 31, '->', ['other vegetables'], 1903, 0.6774193548387096]
[['processed cheese', 'whipped/sour cream'], 19, '->', ['other vegetables'], 1903, 0.7368421052631579]
[['detergent', 'whipped/sour cream'], 19, '->', ['other vegetables'], 1903, 0.631578947368421]
[['detergent', 'oil'], 18, '->', ['other vegetables'], 1903, 0.6111111111111112]
[['detergent', 'frozen vegetables'], 27, '->', ['other vegetables'], 1903, 0.5185185185185185]
[['root vegetables', 'frozen dessert'], 24, '->', ['other vegetables'], 1903, 0.6666666666666666]
[['root vegetables', 'salty snack'], 49, '->', ['other vegetables'], 1903, 0.5714285714285714]
[['root vegetables', 'candy'], 42, '->', ['other vegetables'], 1903, 0.5238095238095238]
[['root vegetables', 'canned beer'], 40, '->', ['other vegetables'], 1903, 0.5]
[['root vegetables', 'shopping bags'], 126, '->', ['other vegetables'], 1903, 0.5158730158730159]
[['root vegetables', 'beverages'], 31, '->', ['other vegetables'], 1903, 0.5161290322580645]
[['root vegetables', 'hamburger meat'], 61, '->', ['other vegetables'], 1903, 0.5901639344262295]
[['root vegetables', 'pork'], 134, '->', ['other vegetables'], 1903, 0.5149253731343284]
[['root vegetables', 'whipped/sour cream'], 168, '->', ['other vegetables'], 1903, 0.5]
[['root vegetables', 'grapes'], 44, '->', ['other vegetables'], 1903, 0.6136363636363636]
[['root vegetables', 'dessert'], 57, '->', ['other vegetables'], 1903, 0.5964912280701754]
[['root vegetables', 'domestic eggs'], 141, '->', ['other vegetables'], 1903, 0.5106382978723404]
[['root vegetables', 'hard cheese'], 55, '->', ['other vegetables'], 1903, 0.6181818181818182]
[['root vegetables', 'cat food'], 46, '->', ['other vegetables'], 1903, 0.6086956521739131]
[['root vegetables', 'ham'], 36, '->', ['other vegetables'], 1903, 0.5833333333333334]
[['root vegetables', 'turkey'], 25, '->', ['other vegetables'], 1903, 0.76]
[['root vegetables', 'baking powder'], 35, '->', ['other vegetables'], 1903, 0.7142857142857143]
[['root vegetables', 'pickled vegetables'], 40, '->', ['other vegetables'], 1903, 0.525]
[['root vegetables', 'oil'], 69, '->', ['other vegetables'], 1903, 0.5507246376811594]
[['root vegetables', 'chewing gum'], 17, '->', ['other vegetables'], 1903, 0.6470588235294118]
[['root vegetables', 'ice cream'], 29, '->', ['other vegetables'], 1903, 0.6206896551724138]
[['root vegetables', 'frozen vegetables'], 114, '->', ['other vegetables'], 1903, 0.5263157894736842]
[['root vegetables', 'canned fish'], 26, '->', ['other vegetables'], 1903, 0.5769230769230769]
[['root vegetables', 'red/blush wine'], 25, '->', ['other vegetables'], 1903, 0.56]
[['root vegetables', 'flower (seeds)'], 19, '->', ['other vegetables'], 1903, 0.5789473684210527]
[['root vegetables', 'frozen meals'], 38, '->', ['other vegetables'], 1903, 0.6578947368421053]
[['root vegetables', 'canned vegetables'], 26, '->', ['other vegetables'], 1903, 0.6923076923076923]
[['root vegetables', 'onions'], 93, '->', ['other vegetables'], 1903, 0.6021505376344086]
[['root vegetables', 'herbs'], 69, '->', ['other vegetables'], 1903, 0.5507246376811594]
[['other vegetables', 'herbs'], 76, '->', ['root vegetables'], 1072, 0.5]
[['root vegetables', 'sliced cheese'], 55, '->', ['other vegetables'], 1903, 0.6727272727272727]
[['root vegetables', 'soft cheese'], 33, '->', ['other vegetables'], 1903, 0.7272727272727273]
[['root vegetables', 'specialty cheese'], 21, '->', ['other vegetables'], 1903, 0.6666666666666666]
[['root vegetables', 'frozen fish'], 26, '->', ['other vegetables'], 1903, 0.5384615384615384]
[['root vegetables', 'meat'], 50, '->', ['other vegetables'], 1903, 0.54]
[['root vegetables', 'soups'], 17, '->', ['other vegetables'], 1903, 0.7058823529411765]
[['root vegetables', 'mayonnaise'], 25, '->', ['other vegetables'], 1903, 0.64]
[['salty snack', 'berries'], 21, '->', ['other vegetables'], 1903, 0.5238095238095238]
[['salty snack', 'whipped/sour cream'], 51, '->', ['other vegetables'], 1903, 0.5294117647058824]
[['salty snack', 'dessert'], 22, '->', ['other vegetables'], 1903, 0.5454545454545454]
[['waffles', 'candy'], 29, '->', ['other vegetables'], 1903, 0.5862068965517241]
[['waffles', 'pork'], 34, '->', ['other vegetables'], 1903, 0.6176470588235294]
[['waffles', 'frozen vegetables'], 20, '->', ['other vegetables'], 1903, 0.55]
[['waffles', 'onions'], 15, '->', ['other vegetables'], 1903, 0.8]
[['candy', 'sausage'], 36, '->', ['other vegetables'], 1903, 0.5277777777777778]
[['candy', 'hard cheese'], 19, '->', ['other vegetables'], 1903, 0.5789473684210527]
[['sausage', 'whipped/sour cream'], 89, '->', ['other vegetables'], 1903, 0.5393258426966292]
[['sausage', 'grapes'], 31, '->', ['other vegetables'], 1903, 0.5806451612903226]
[['sausage', 'dessert'], 58, '->', ['other vegetables'], 1903, 0.5517241379310345]
[['sausage', 'hard cheese'], 51, '->', ['other vegetables'], 1903, 0.5686274509803921]
[['sausage', 'baking powder'], 24, '->', ['other vegetables'], 1903, 0.625]
[['sausage', 'onions'], 36, '->', ['other vegetables'], 1903, 0.5277777777777778]
[['sausage', 'soft cheese'], 34, '->', ['other vegetables'], 1903, 0.5294117647058824]
[['sausage', 'roll products'], 19, '->', ['other vegetables'], 1903, 0.631578947368421]
[['brown bread', 'whipped/sour cream'], 46, '->', ['other vegetables'], 1903, 0.6521739130434783]
[['brown bread', 'grapes'], 22, '->', ['other vegetables'], 1903, 0.5909090909090909]
[['brown bread', 'cat food'], 20, '->', ['other vegetables'], 1903, 0.6]
[['brown bread', 'ham'], 26, '->', ['other vegetables'], 1903, 0.5384615384615384]
[['brown bread', 'oil'], 23, '->', ['other vegetables'], 1903, 0.5217391304347826]
[['brown bread', 'herbs'], 15, '->', ['other vegetables'], 1903, 0.7333333333333333]
[['shopping bags', 'onions'], 42, '->', ['other vegetables'], 1903, 0.5]
[['shopping bags', 'herbs'], 23, '->', ['other vegetables'], 1903, 0.8260869565217391]
[['hamburger meat', 'napkins'], 26, '->', ['other vegetables'], 1903, 0.5384615384615384]
[['hamburger meat', 'pork'], 32, '->', ['other vegetables'], 1903, 0.625]
[['hamburger meat', 'whipped/sour cream'], 42, '->', ['other vegetables'], 1903, 0.5714285714285714]
[['hamburger meat', 'dessert'], 25, '->', ['other vegetables'], 1903, 0.56]
[['hamburger meat', 'domestic eggs'], 40, '->', ['other vegetables'], 1903, 0.575]
[['hamburger meat', 'onions'], 24, '->', ['other vegetables'], 1903, 0.625]
[['hygiene articles', 'whipped/sour cream'], 42, '->', ['other vegetables'], 1903, 0.5476190476190477]
[['napkins', 'grapes'], 22, '->', ['other vegetables'], 1903, 0.5909090909090909]
[['napkins', 'onions'], 31, '->', ['other vegetables'], 1903, 0.5806451612903226]
[['napkins', 'sliced cheese'], 30, '->', ['other vegetables'], 1903, 0.5333333333333333]
[['pork', 'grapes'], 22, '->', ['other vegetables'], 1903, 0.7272727272727273]
[['pork', 'dessert'], 31, '->', ['other vegetables'], 1903, 0.5161290322580645]
[['pork', 'domestic eggs'], 55, '->', ['other vegetables'], 1903, 0.5454545454545454]
[['pork', 'cat food'], 24, '->', ['other vegetables'], 1903, 0.5416666666666666]
[['pork', 'baking powder'], 17, '->', ['other vegetables'], 1903, 0.6470588235294118]
[['pork', 'onions'], 38, '->', ['other vegetables'], 1903, 0.5263157894736842]
[['pork', 'herbs'], 21, '->', ['other vegetables'], 1903, 0.5238095238095238]
[['pork', 'meat'], 27, '->', ['other vegetables'], 1903, 0.5555555555555556]
[['berries', 'grapes'], 26, '->', ['other vegetables'], 1903, 0.5]
[['berries', 'dessert'], 22, '->', ['other vegetables'], 1903, 0.5]
[['whipped/sour cream', 'grapes'], 30, '->', ['other vegetables'], 1903, 0.5333333333333333]
[['whipped/sour cream', 'dessert'], 48, '->', ['other vegetables'], 1903, 0.5833333333333334]
[['whipped/sour cream', 'domestic eggs'], 98, '->', ['other vegetables'], 1903, 0.5102040816326531]
[['whipped/sour cream', 'hard cheese'], 44, '->', ['other vegetables'], 1903, 0.6136363636363636]
[['whipped/sour cream', 'cat food'], 28, '->', ['other vegetables'], 1903, 0.6785714285714286]
[['whipped/sour cream', 'ham'], 41, '->', ['other vegetables'], 1903, 0.5121951219512195]
[['whipped/sour cream', 'baking powder'], 45, '->', ['other vegetables'], 1903, 0.5333333333333333]
[['whipped/sour cream', 'ice cream'], 26, '->', ['other vegetables'], 1903, 0.6153846153846154]
[['whipped/sour cream', 'frozen vegetables'], 78, '->', ['other vegetables'], 1903, 0.5]
[['whipped/sour cream', 'frozen meals'], 28, '->', ['other vegetables'], 1903, 0.6785714285714286]
[['whipped/sour cream', 'onions'], 50, '->', ['other vegetables'], 1903, 0.62]
[['whipped/sour cream', 'herbs'], 31, '->', ['other vegetables'], 1903, 0.6451612903225806]
[['whipped/sour cream', 'sliced cheese'], 38, '->', ['other vegetables'], 1903, 0.5526315789473685]
[['whipped/sour cream', 'soft cheese'], 30, '->', ['other vegetables'], 1903, 0.7333333333333333]
[['grapes', 'domestic eggs'], 20, '->', ['other vegetables'], 1903, 0.6]
[['grapes', 'frozen vegetables'], 19, '->', ['other vegetables'], 1903, 0.6842105263157895]
[['grapes', 'onions'], 12, '->', ['other vegetables'], 1903, 0.9166666666666666]
[['dessert', 'oil'], 21, '->', ['other vegetables'], 1903, 0.5238095238095238]
[['dessert', 'sliced cheese'], 21, '->', ['other vegetables'], 1903, 0.5238095238095238]
[['domestic eggs', 'hard cheese'], 38, '->', ['other vegetables'], 1903, 0.5]
[['domestic eggs', 'onions'], 48, '->', ['other vegetables'], 1903, 0.5208333333333334]
[['domestic eggs', 'herbs'], 21, '->', ['other vegetables'], 1903, 0.5714285714285714]
[['domestic eggs', 'soft cheese'], 31, '->', ['other vegetables'], 1903, 0.6451612903225806]
[['hard cheese', 'oil'], 12, '->', ['other vegetables'], 1903, 0.9166666666666666]
[['hard cheese', 'frozen vegetables'], 23, '->', ['other vegetables'], 1903, 0.6086956521739131]
[['hard cheese', 'onions'], 20, '->', ['other vegetables'], 1903, 0.6]
[['hard cheese', 'sliced cheese'], 20, '->', ['other vegetables'], 1903, 0.6]
[['hard cheese', 'soft cheese'], 16, '->', ['other vegetables'], 1903, 0.6875]
[['ham', 'frozen vegetables'], 21, '->', ['other vegetables'], 1903, 0.7142857142857143]
[['ham', 'soft cheese'], 17, '->', ['other vegetables'], 1903, 0.6470588235294118]
[['baking powder', 'frozen vegetables'], 24, '->', ['other vegetables'], 1903, 0.5416666666666666]
[['oil', 'frozen vegetables'], 20, '->', ['other vegetables'], 1903, 0.65]
[['frozen vegetables', 'canned fish'], 15, '->', ['other vegetables'], 1903, 0.7333333333333333]
[['frozen vegetables', 'onions'], 31, '->', ['other vegetables'], 1903, 0.6774193548387096]
[['frozen vegetables', 'sliced cheese'], 22, '->', ['other vegetables'], 1903, 0.5]
[['frozen vegetables', 'soft cheese'], 22, '->', ['other vegetables'], 1903, 0.7272727272727273]
[['frozen vegetables', 'meat'], 21, '->', ['other vegetables'], 1903, 0.5238095238095238]
[['onions', 'sliced cheese'], 19, '->', ['other vegetables'], 1903, 0.7894736842105263]
[['onions', 'soft cheese'], 17, '->', ['other vegetables'], 1903, 0.7647058823529411]
[['sliced cheese', 'meat'], 15, '->', ['other vegetables'], 1903, 0.7333333333333333]
[['butter', 'beef'], 57, '->', ['root vegetables'], 1072, 0.5087719298245614]
[['butter', 'oil'], 35, '->', ['root vegetables'], 1072, 0.5142857142857142]
[['butter', 'onions'], 40, '->', ['root vegetables'], 1072, 0.5]
[['butter', 'hard cheese'], 39, '->', ['whipped/sour cream'], 705, 0.5128205128205128]
[['rice', 'fruit/vegetable juice'], 19, '->', ['root vegetables'], 1072, 0.5789473684210527]
[['frankfurter', 'soft cheese'], 22, '->', ['rolls/buns'], 1809, 0.5454545454545454]
[['frankfurter', 'mustard'], 25, '->', ['rolls/buns'], 1809, 0.52]
[['rolls/buns', 'white wine'], 26, '->', ['soda'], 1715, 0.5]
[['newspapers', 'butter milk'], 22, '->', ['rolls/buns'], 1809, 0.5454545454545454]
[['newspapers', 'spread cheese'], 16, '->', ['rolls/buns'], 1809, 0.75]
[['specialty bar', 'sausage'], 23, '->', ['rolls/buns'], 1809, 0.5652173913043478]
[['rolls/buns', 'herbs'], 30, '->', ['root vegetables'], 1072, 0.6]
[['sausage', 'spread cheese'], 24, '->', ['rolls/buns'], 1809, 0.5]
[['sausage', 'mayonnaise'], 21, '->', ['rolls/buns'], 1809, 0.5238095238095238]
[['bottled beer', 'herbs'], 19, '->', ['bottled water'], 1087, 0.631578947368421]
[['soda', 'liquor'], 21, '->', ['bottled beer'], 792, 0.5714285714285714]
[['bottled beer', 'herbs'], 19, '->', ['root vegetables'], 1072, 0.5789473684210527]
[['red/blush wine', 'liquor'], 21, '->', ['bottled beer'], 792, 0.9047619047619048]
[['processed cheese', 'domestic eggs'], 21, '->', ['white bread'], 414, 0.5238095238095238]
[['processed cheese', 'ham'], 30, '->', ['white bread'], 414, 0.6333333333333333]
[['bottled water', 'processed cheese'], 23, '->', ['soda'], 1715, 0.5217391304347826]
[['bottled water', 'herbs'], 30, '->', ['root vegetables'], 1072, 0.5333333333333333]
[['chocolate', 'misc. beverages'], 23, '->', ['soda'], 1715, 0.5217391304347826]
[['curd', 'hard cheese'], 21, '->', ['root vegetables'], 1072, 0.5238095238095238]
[['curd', 'herbs'], 24, '->', ['root vegetables'], 1072, 0.5833333333333334]
[['beef', 'waffles'], 30, '->', ['root vegetables'], 1072, 0.5333333333333333]
[['beef', 'sausage'], 55, '->', ['root vegetables'], 1072, 0.5272727272727272]
[['beef', 'dessert'], 26, '->', ['root vegetables'], 1072, 0.5]
[['beef', 'herbs'], 28, '->', ['root vegetables'], 1072, 0.5357142857142857]
[['beef', 'sliced cheese'], 21, '->', ['root vegetables'], 1072, 0.5238095238095238]
[['frankfurter', 'chicken'], 36, '->', ['root vegetables'], 1072, 0.5]
[['chicken', 'waffles'], 21, '->', ['soda'], 1715, 0.5714285714285714]
[['pastry', 'misc. beverages'], 19, '->', ['soda'], 1715, 0.631578947368421]
[['salty snack', 'dessert'], 22, '->', ['soda'], 1715, 0.5]
[['salty snack', 'popcorn'], 22, '->', ['soda'], 1715, 0.5454545454545454]
[['soda', 'popcorn'], 19, '->', ['salty snack'], 372, 0.631578947368421]
[['waffles', 'candy'], 29, '->', ['soda'], 1715, 0.5172413793103449]
[['canned beer', 'pork'], 29, '->', ['soda'], 1715, 0.5172413793103449]
[['shopping bags', 'chewing gum'], 32, '->', ['soda'], 1715, 0.5]
[['soda', 'Instant food products'], 19, '->', ['hamburger meat'], 327, 0.631578947368421]
[['shopping bags', 'herbs'], 23, '->', ['root vegetables'], 1072, 0.5652173913043478]
[['pork', 'cat food'], 24, '->', ['root vegetables'], 1072, 0.5]
[['domestic eggs', 'herbs'], 21, '->', ['root vegetables'], 1072, 0.5238095238095238]
[['frozen vegetables', 'herbs'], 25, '->', ['root vegetables'], 1072, 0.56]
[['frozen vegetables', 'sliced cheese'], 22, '->', ['root vegetables'], 1072, 0.5909090909090909]
[['citrus fruit', 'margarine', 'yogurt'], 26, '->', ['whole milk'], 2513, 0.5384615384615384]
[['citrus fruit', 'margarine', 'other vegetables'], 25, '->', ['whole milk'], 2513, 0.52]
[['citrus fruit', 'margarine', 'root vegetables'], 20, '->', ['whole milk'], 2513, 0.55]
[['citrus fruit', 'margarine', 'root vegetables'], 20, '->', ['other vegetables'], 1903, 0.6]
[['citrus fruit', 'tropical fruit', 'yogurt'], 62, '->', ['whole milk'], 2513, 0.6129032258064516]
[['citrus fruit', 'yogurt', 'pip fruit'], 32, '->', ['tropical fruit'], 1032, 0.5]
[['citrus fruit', 'tropical fruit', 'yogurt'], 62, '->', ['other vegetables'], 1903, 0.5]
[['citrus fruit', 'tropical fruit', 'butter'], 20, '->', ['yogurt'], 1372, 0.55]
[['citrus fruit', 'tropical fruit', 'other vegetables'], 89, '->', ['whole milk'], 2513, 0.550561797752809]
[['citrus fruit', 'tropical fruit', 'whole milk'], 89, '->', ['other vegetables'], 1903, 0.550561797752809]
[['citrus fruit', 'tropical fruit', 'butter'], 20, '->', ['whole milk'], 2513, 0.8]
[['citrus fruit', 'tropical fruit', 'rolls/buns'], 43, '->', ['whole milk'], 2513, 0.5116279069767442]
[['citrus fruit', 'tropical fruit', 'bottled water'], 41, '->', ['whole milk'], 2513, 0.5365853658536586]
[['citrus fruit', 'tropical fruit', 'chocolate'], 20, '->', ['whole milk'], 2513, 0.55]
[['citrus fruit', 'tropical fruit', 'curd'], 23, '->', ['whole milk'], 2513, 0.6956521739130435]
[['citrus fruit', 'tropical fruit', 'beef'], 20, '->', ['whole milk'], 2513, 0.65]
[['citrus fruit', 'tropical fruit', 'chicken'], 16, '->', ['whole milk'], 2513, 0.75]
[['citrus fruit', 'tropical fruit', 'newspapers'], 19, '->', ['whole milk'], 2513, 0.5789473684210527]
[['citrus fruit', 'tropical fruit', 'pastry'], 26, '->', ['whole milk'], 2513, 0.5769230769230769]
[['citrus fruit', 'tropical fruit', 'root vegetables'], 56, '->', ['whole milk'], 2513, 0.625]
[['citrus fruit', 'tropical fruit', 'sausage'], 24, '->', ['whole milk'], 2513, 0.5833333333333334]
[['citrus fruit', 'tropical fruit', 'brown bread'], 25, '->', ['whole milk'], 2513, 0.68]
[['citrus fruit', 'tropical fruit', 'whipped/sour cream'], 31, '->', ['whole milk'], 2513, 0.7419354838709677]
[['citrus fruit', 'tropical fruit', 'domestic eggs'], 23, '->', ['whole milk'], 2513, 0.782608695652174]
[['citrus fruit', 'tropical fruit', 'frozen vegetables'], 16, '->', ['whole milk'], 2513, 0.75]
[['citrus fruit', 'whole milk', 'herbs'], 19, '->', ['tropical fruit'], 1032, 0.5789473684210527]
[['citrus fruit', 'tropical fruit', 'herbs'], 12, '->', ['whole milk'], 2513, 0.9166666666666666]
[['citrus fruit', 'tropical fruit', 'pip fruit'], 55, '->', ['other vegetables'], 1903, 0.509090909090909]
[['citrus fruit', 'tropical fruit', 'butter'], 20, '->', ['other vegetables'], 1903, 0.7]
[['citrus fruit', 'tropical fruit', 'chocolate'], 20, '->', ['other vegetables'], 1903, 0.55]
[['citrus fruit', 'tropical fruit', 'curd'], 23, '->', ['other vegetables'], 1903, 0.6521739130434783]
[['citrus fruit', 'tropical fruit', 'beef'], 20, '->', ['other vegetables'], 1903, 0.6]
[['citrus fruit', 'tropical fruit', 'chicken'], 16, '->', ['other vegetables'], 1903, 0.6875]
[['citrus fruit', 'tropical fruit', 'fruit/vegetable juice'], 39, '->', ['other vegetables'], 1903, 0.5897435897435898]
[['citrus fruit', 'tropical fruit', 'newspapers'], 19, '->', ['other vegetables'], 1903, 0.6842105263157895]
[['citrus fruit', 'tropical fruit', 'pastry'], 26, '->', ['other vegetables'], 1903, 0.5]
[['citrus fruit', 'tropical fruit', 'root vegetables'], 56, '->', ['other vegetables'], 1903, 0.7857142857142857]
[['citrus fruit', 'tropical fruit', 'sausage'], 24, '->', ['other vegetables'], 1903, 0.5416666666666666]
[['citrus fruit', 'other vegetables', 'napkins'], 26, '->', ['tropical fruit'], 1032, 0.5]
[['citrus fruit', 'tropical fruit', 'whipped/sour cream'], 31, '->', ['other vegetables'], 1903, 0.6774193548387096]
[['citrus fruit', 'other vegetables', 'grapes'], 17, '->', ['tropical fruit'], 1032, 0.7058823529411765]
[['citrus fruit', 'tropical fruit', 'grapes'], 18, '->', ['other vegetables'], 1903, 0.6666666666666666]
[['citrus fruit', 'tropical fruit', 'onions'], 16, '->', ['other vegetables'], 1903, 0.75]
[['citrus fruit', 'tropical fruit', 'beef'], 20, '->', ['root vegetables'], 1072, 0.6]
[['tropical fruit', 'fruit/vegetable juice', 'root vegetables'], 32, '->', ['citrus fruit'], 814, 0.5]
[['tropical fruit', 'fruit/vegetable juice', 'grapes'], 16, '->', ['citrus fruit'], 814, 0.6875]
[['citrus fruit', 'fruit/vegetable juice', 'grapes'], 13, '->', ['tropical fruit'], 1032, 0.8461538461538461]
[['citrus fruit', 'tropical fruit', 'grapes'], 18, '->', ['fruit/vegetable juice'], 711, 0.6111111111111112]
[['citrus fruit', 'tropical fruit', 'frozen vegetables'], 16, '->', ['root vegetables'], 1072, 0.6875]
[['citrus fruit', 'yogurt', 'pip fruit'], 32, '->', ['whole milk'], 2513, 0.5]
[['citrus fruit', 'yogurt', 'other vegetables'], 75, '->', ['whole milk'], 2513, 0.6266666666666667]
[['citrus fruit', 'yogurt', 'butter'], 30, '->', ['whole milk'], 2513, 0.6666666666666666]
[['citrus fruit', 'whole milk', 'curd'], 36, '->', ['yogurt'], 1372, 0.5833333333333334]
[['citrus fruit', 'yogurt', 'curd'], 30, '->', ['whole milk'], 2513, 0.7]
[['citrus fruit', 'yogurt', 'frankfurter'], 17, '->', ['whole milk'], 2513, 0.7058823529411765]
[['citrus fruit', 'yogurt', 'chicken'], 27, '->', ['whole milk'], 2513, 0.5185185185185185]
[['citrus fruit', 'yogurt', 'fruit/vegetable juice'], 33, '->', ['whole milk'], 2513, 0.5151515151515151]
[['citrus fruit', 'yogurt', 'pastry'], 29, '->', ['whole milk'], 2513, 0.5517241379310345]
[['citrus fruit', 'yogurt', 'root vegetables'], 48, '->', ['whole milk'], 2513, 0.6458333333333334]
[['citrus fruit', 'yogurt', 'brown bread'], 29, '->', ['whole milk'], 2513, 0.5517241379310345]
[['citrus fruit', 'whole milk', 'hamburger meat'], 22, '->', ['yogurt'], 1372, 0.5]
[['citrus fruit', 'yogurt', 'hamburger meat'], 15, '->', ['whole milk'], 2513, 0.7333333333333333]
[['citrus fruit', 'yogurt', 'napkins'], 26, '->', ['whole milk'], 2513, 0.5]
[['citrus fruit', 'yogurt', 'whipped/sour cream'], 45, '->', ['whole milk'], 2513, 0.6]
[['citrus fruit', 'yogurt', 'domestic eggs'], 29, '->', ['whole milk'], 2513, 0.5517241379310345]
[['citrus fruit', 'yogurt', 'frozen vegetables'], 25, '->', ['whole milk'], 2513, 0.64]
[['citrus fruit', 'whole milk', 'sliced cheese'], 20, '->', ['yogurt'], 1372, 0.55]
[['citrus fruit', 'yogurt', 'sliced cheese'], 17, '->', ['whole milk'], 2513, 0.6470588235294118]
[['citrus fruit', 'yogurt', 'pip fruit'], 32, '->', ['other vegetables'], 1903, 0.5]
[['citrus fruit', 'yogurt', 'cream cheese'], 18, '->', ['other vegetables'], 1903, 0.6111111111111112]
[['citrus fruit', 'yogurt', 'fruit/vegetable juice'], 33, '->', ['other vegetables'], 1903, 0.5454545454545454]
[['citrus fruit', 'yogurt', 'root vegetables'], 48, '->', ['other vegetables'], 1903, 0.5833333333333334]
[['citrus fruit', 'yogurt', 'whipped/sour cream'], 45, '->', ['other vegetables'], 1903, 0.5111111111111111]
[['citrus fruit', 'rolls/buns', 'chicken'], 20, '->', ['yogurt'], 1372, 0.6]
[['citrus fruit', 'curd', 'root vegetables'], 21, '->', ['yogurt'], 1372, 0.5238095238095238]
[['citrus fruit', 'curd', 'whipped/sour cream'], 19, '->', ['yogurt'], 1372, 0.5789473684210527]
[['citrus fruit', 'root vegetables', 'whipped/sour cream'], 33, '->', ['yogurt'], 1372, 0.5151515151515151]
[['citrus fruit', 'sausage', 'whipped/sour cream'], 23, '->', ['yogurt'], 1372, 0.5652173913043478]
[['citrus fruit', 'whole milk', 'pip fruit'], 51, '->', ['other vegetables'], 1903, 0.5490196078431373]
[['citrus fruit', 'pip fruit', 'butter'], 17, '->', ['whole milk'], 2513, 0.6470588235294118]
[['citrus fruit', 'pip fruit', 'bottled water'], 22, '->', ['whole milk'], 2513, 0.5]
[['citrus fruit', 'pip fruit', 'fruit/vegetable juice'], 23, '->', ['whole milk'], 2513, 0.5217391304347826]
[['citrus fruit', 'pip fruit', 'root vegetables'], 38, '->', ['whole milk'], 2513, 0.6052631578947368]
[['citrus fruit', 'pip fruit', 'sausage'], 21, '->', ['whole milk'], 2513, 0.5238095238095238]
[['citrus fruit', 'pip fruit', 'brown bread'], 21, '->', ['whole milk'], 2513, 0.5238095238095238]
[['citrus fruit', 'pip fruit', 'domestic eggs'], 19, '->', ['whole milk'], 2513, 0.6842105263157895]
[['citrus fruit', 'cream cheese', 'other vegetables'], 29, '->', ['whole milk'], 2513, 0.6551724137931034]
[['citrus fruit', 'whole milk', 'cream cheese'], 28, '->', ['other vegetables'], 1903, 0.6785714285714286]
[['citrus fruit', 'cream cheese', 'whipped/sour cream'], 16, '->', ['whole milk'], 2513, 0.75]
[['citrus fruit', 'cream cheese', 'domestic eggs'], 18, '->', ['whole milk'], 2513, 0.8888888888888888]
[['citrus fruit', 'whole milk', 'cream cheese'], 28, '->', ['domestic eggs'], 624, 0.5714285714285714]
[['citrus fruit', 'other vegetables', 'butter'], 45, '->', ['whole milk'], 2513, 0.6444444444444445]
[['citrus fruit', 'whole milk', 'butter'], 50, '->', ['other vegetables'], 1903, 0.58]
[['citrus fruit', 'other vegetables', 'rolls/buns'], 59, '->', ['whole milk'], 2513, 0.5084745762711864]
[['citrus fruit', 'other vegetables', 'bottled beer'], 25, '->', ['whole milk'], 2513, 0.68]
[['citrus fruit', 'whole milk', 'bottled beer'], 34, '->', ['other vegetables'], 1903, 0.5]
[['citrus fruit', 'other vegetables', 'bottled water'], 50, '->', ['whole milk'], 2513, 0.58]
